date,vol_BANKS,sent_BANKS,vol_AUTO,sent_AUTO,vol_REAL_ESTATE,sent_REAL_ESTATE,vol_ENERGY,sent_ENERGY,vol_MAT_CHEM,sent_MAT_CHEM,vol_FOODS,sent_FOODS,vol_IT_SERV,sent_IT_SERV,vol_FIN_EX_BANKS,sent_FIN_EX_BANKS,note
2024-03-31,1596.0,-1.003465406217338,227993.0,-0.9170494177236236,1555.0,0.8459024719853613,47664.0,-1.0246810574342256,2172.0,0.608230466948008,89258.0,-0.7155507983772292,260585.0,-1.1928557849999877,31256.0,-0.0434279899516342,
2024-06-30,1063.0,-0.8914812985908623,223620.0,-1.105742649964686,1391.0,1.1285285470839166,49309.0,-1.415650770919423,2416.0,-0.4142061805012199,81023.0,-0.6821270281428827,256032.0,-1.3426191525037638,32082.0,-0.1081242972166051,
2024-09-30,1248.0,-0.1515242377599349,253587.0,-1.1713649355600249,1428.0,0.8789893774827431,59423.0,-1.7486438533385522,2803.0,-0.2077516995390164,84375.0,-0.8275673063062335,274734.0,-1.2833728400458078,28882.0,-0.3100746188435101,
2024-12-31,633.0,-0.7277636148812864,152411.0,-1.0315510331392237,888.0,0.6980876602243739,39902.0,-1.8298702274071412,1862.0,-0.2840810102219587,58900.0,-0.8596688338367011,192759.0,-1.3042023677878218,16428.0,-0.927605700160922,
2025-03-31,1072.0,0.4625893746644233,234259.0,-1.0875093212907252,1419.0,0.9234614479918276,53376.0,-1.4102696499102652,2117.0,-0.0032516484740822,81536.0,-0.6142412012476417,265391.0,-1.1196046212972874,33651.0,-0.3042611896938625,
2025-06-30,448.0,-0.3092823911146732,2296.0,-0.0254027424887766,55.0,0.5593979980615875,33092.0,-2.787971731541973,1208.0,-0.5004704044400817,52.0,1.7853785541208782,10205.0,0.4636937437848658,17783.0,-0.5509624442577964,"rescued:win=21d,end_back=0"
2025-09-30,798.0,-0.3749089192599937,228325.0,-1.0003334497677143,1462.0,0.5599032198113303,43449.0,-1.2241226586891234,1805.0,0.1635800187822954,79766.0,-0.6026808463756578,252444.0,-1.0876510026620805,28922.0,-0.6557937399760481,
2025-12-18,1058.0,-1.5344399517758756,1978.0,0.21248560462298624,40.0,1.9968406419215399,22484.0,-1.2620083615390032,1500.0,-1.3118039942850857,55.0,-0.014488638509501547,9964.0,0.5176228472505748,17577.0,-0.29136906706934146,nowcast:2025-12-11->2025-12-18
2025-12-31,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,fetch_error: ValueError
